Mode_Index,Frequency_cm-1,Type,Participation_Ratio
491,(149.16871181264003+0j),Real,0.24551691319144944
492,(149.8941537878652+0j),Real,0.21504505221557454
493,(150.3265205844107+0j),Real,0.3411666053344288
494,(150.75206157610202+0j),Real,0.3314234070504403
495,(151.22351803543773+0j),Real,0.24450820840504864
496,(151.3407673387853+0j),Real,0.4198177398505431
497,(151.88726867172738+0j),Real,0.36436457405865375
498,(152.1266632906622+0j),Real,0.36404613848959333
499,(152.81332422494182+0j),Real,0.37082840583839327
500,(153.3292439792942+0j),Real,0.39302556838915337
501,(153.61264502370722+0j),Real,0.23848899965191125
502,(153.93482133109794+0j),Real,0.32026376050753524
503,(154.1222865348192+0j),Real,0.20664703836377982
504,(154.57479723211077+0j),Real,0.29943187253915665
505,(154.69283703357092+0j),Real,0.20899874915045996
506,(155.66925788591095+0j),Real,0.3211310129024711
507,(155.90964280126846+0j),Real,0.2519189447923812
508,(156.13276335045364+0j),Real,0.32445403052683575
509,(156.8460614393106+0j),Real,0.1804115403760122
510,(157.40193968051614+0j),Real,0.3265173264199503
511,(157.77049295010895+0j),Real,0.39479556047277775
512,(158.2046415259917+0j),Real,0.34864540297427077
513,(158.43703754011585+0j),Real,0.37231693353677764
514,(158.96887581037547+0j),Real,0.28262780703597146
515,(159.1210154450743+0j),Real,0.37778345042674855
516,(159.25868873264423+0j),Real,0.29713047326090564
517,(159.82064701237962+0j),Real,0.3772124960312056
518,(160.44953877226067+0j),Real,0.3911156695276506
519,(160.85796848401725+0j),Real,0.1460256032838879
520,(161.23693441463163+0j),Real,0.3371299581462066
521,(162.1386928867297+0j),Real,0.2969808356504263
522,(162.44847971034153+0j),Real,0.4094413554344963
523,(162.61512678711625+0j),Real,0.303108379977927
524,(162.9345641244493+0j),Real,0.34114724028768917
525,(163.27032129497513+0j),Real,0.22954588271062545
526,(164.22767082017748+0j),Real,0.33539559927206936
527,(164.42127100411284+0j),Real,0.3108568108852781
528,(164.59410511506135+0j),Real,0.15975665698864494
529,(164.8735977760573+0j),Real,0.24759950466528116
530,(165.68138945362452+0j),Real,0.26905632287626996
531,(166.4161716257253+0j),Real,0.30925830601448684
532,(166.86300830652522+0j),Real,0.23346319053070042
533,(167.23959592142867+0j),Real,0.35622373997079904
534,(167.4486265473607+0j),Real,0.3516744351490815
535,(167.71813478533355+0j),Real,0.27413489039789407
536,(168.18057273523783+0j),Real,0.29978103864546224
537,(168.8977240154663+0j),Real,0.3865212995349596
538,(169.03703363724108+0j),Real,0.29760534145211215
539,(169.5989856262572+0j),Real,0.2112530661771423
